name;rating;review_count;category;lat;lon;address;phone;category_source
Baccarat;45;11;Home Decor, Museums, Tableware;4886804;22931;11 Place Etats Unis 75116 Paris France;+33 1 40 22 11 00;museums
Le Musée de Montmartre;45;28;Museums;4888771;234058;12 rue Cortot 75018 Paris France;+33 1 49 25 89 39;museums
Musée du Louvre;45;2264;Museums;4886206;2334521;Place du Carrousel 75001 Paris France;+33 1 40 20 50 50;museums
Atelier des Lumières;45;43;Museums;48861663;2380766;38 rue Saint-Maur 75011 Paris France;+33 1 80 98 46 00;museums
Musée Rodin;45;283;Museums;48855308;2315834;77 rue de Varenne 75007 Paris France;+33 1 44 18 61 10;museums
L'Arc de Triomphe;45;708;Landmarks & Historical Buildings;4,88738E+14;2,29502E+14;Place de l'Étoile 75008 Paris France;+33 1 55 37 73 77;museums
Basilique du Sacré-Cœur de Montmartre;45;629;Churches, Landmarks & Historical Buildings;4888709;234343;35 rue du Chevalier de la Barre 75018 Paris France;+33 1 53 41 89 00;museums
Palais du Luxembourg;44;89;Landmarks & Historical Buildings;4,88482E+14;2,33731E+14;15 rue de Vaugirard 75006 Paris France;+33 1 44 54 19 30;museums
59 Rivoli;44;32;Art Galleries, Cultural Center;488592299;234566;59 rue de Rivoli 75001 Paris France;;museums
Hôtel des Invalides;44;85;Landmarks & Historical Buildings, Museums;4,8855E+14;2,31247E+14;Esplanade des Invalides 75007 Paris France;+33 810 11 33 99;museums
Musée Nissim de Camondo;44;21;Museums;4887885;231286;63 rue de Monceau 75008 Paris France;;museums
Musée de l'Armée;44;76;Museums;4,88557E+14;2,31263E+13;Hôtel des Invalides Esplanade des Invalides 75007 Paris France;+33 810 11 33 99;museums
Petit Palais;44;82;Museums, Landmarks & Historical Buildings;48866054;2314589;Avenue Winston Churchill 75008 Paris France;+33 1 53 43 40 00;museums
Musée d’Art Moderne;43;61;Museums;48864557;2297832;11 avenue du Président Wilson 75116 Paris France;+33 1 53 67 40 00;museums
Jeu de Paume;43;41;Museums;488658016;2324068;1 place de la Concorde 75008 Paris France;+33 1 40 20 00 77;museums
Musée Yves Saint Laurent;43;9;Museums;488656;229951;5 avenue Marceau 75116 Paris France;+33 1 44 31 64 00;museums
Musée Curie;43;6;Museums;48844312;2344891;1 rue Pierre-et-Marie-Curie 75005 Paris France;+33 1 56 24 55 33;museums
Musée des Arts Décoratifs;43;75;Museums;4,88629E+12;2,3344E+13;107 rue de Rivoli 75001 Paris France;+33 1 44 55 57 50;museums
Archives Nationales;43;11;Museums;48859982;2357296;60 rue des Francs-Bourgeois 75003 Paris France;+33 1 40 27 60 96;museums
Musée Bourdelle;43;22;Museums;4,88431E+14;2,31854E+14;16 rue Antoine Bourdelle 75015 Paris France;+33 1 49 54 73 73;museums
Centre Pompidou;43;322;Museums;4,88608E+14;2,35263E+14;Place Georges Pompidou 75004 Paris France;+33 1 44 78 12 33;museums
Grand Palais;43;99;Cultural Center, Venues & Event Spaces, Landmarks & Historical Buildings;48866109;2312454;3 avenue du Général Eisenhower 75008 Paris France;+33 1 44 13 17 17;museums
Le Panthéon;42;139;Landmarks & Historical Buildings;4,88462E+14;2,34607E+13;Place du Panthéon 75005 Paris France;+33 1 44 32 18 01;museums
Musée National d'Histoire Naturelle;42;59;Museums;4,88443E+14;2,35624E+14;57 rue Cuvier 75005 Paris France;+33 1 40 79 30 00;museums
Jardin des Plantes;42;84;Botanical Gardens, Parks;4,88453E+14;2,36102E+13;57 rue Cuvier 75005 Paris France;+33 1 40 79 56 01;museums
Musée Jacquemart-André;42;87;Museums;4887526;231077;158 boulevard Haussmann 75008 Paris France;+33 1 45 62 11 59;museums
Musée Picasso;42;100;Museums;488597;236264;5 rue de Thorigny 75003 Paris France;+33 1 85 56 00 36;museums
Les Catacombes de Paris;42;473;Local Flavor, Museums, Landmarks & Historical Buildings;48833838;2332422;1 avenue du Colonel Henri Rol-Tanguy 75014 Paris France;+33 1 43 22 47 63;museums
Soc Des Amis Institut Du Monde Arabe;42;88;Museums, Cultural Center, Cinema;488493;235601;1 rue Fossés Saint Bernard 75005 Paris France;+33 1 40 51 38 38;museums
Musée Gustave Moreau;42;26;Museums;4887791;233433;14 rue la Rochefoucauld 75009 Paris France;+33 1 48 74 38 50;museums
Palais Galliera;42;26;Museums;48865666;2296698;10 avenue Pierre 1er de Serbie 75116 Paris France;+33 1 56 52 86 00;museums
Musée des Arts et Métiers;41;56;Museums;48866646;2355438;60 rue Réaumur 75003 Paris France;+33 1 53 01 82 00;museums
Mariage Frères;41;173;Museums, Tea Rooms, Breakfast & Brunch;48857846;2356384;30 rue du Bourg Tibourg 75004 Paris France;+33 1 42 72 28 11;museums
La Halle Saint-Pierre;41;24;Art Galleries, Museums, Bookstores;4888483;23443;2 rue Ronsard 75018 Paris France;+33 1 42 58 72 89;museums
Musée Cognacq-Jay;41;16;Museums;488581999;236146;8 rue Elzévir 75003 Paris France;+33 1 40 27 07 21;museums
Fondation Cartier pour l'Art Contemporain;41;53;Museums;4883742;233128;261 bd Raspail 75014 Paris France;+33 1 42 18 56 50;museums
Cité des Sciences et de l'Industrie;40;122;Museums;48895602;2387897;30 avenue Corentin Cariou 75019 Paris France;+33 1 40 05 82 00;museums
Musée Carnavalet;40;89;Museums;4,88573E+14;2,36256E+14;16 rue des Francs-Bourgeois 75003 Paris France;+33 1 44 59 58 58;museums
Musée du Parfum Fragonard;40;54;Museums, Perfume;4,88714E+13;2,3302E+12;9 rue Scribe 75009 Paris France;+33 1 47 42 04 56;museums
Musée de la Chasse et de la Nature;40;32;Museums;48861424;2358721;62 rue des Archives 75003 Paris France;+33 1 53 01 92 40;museums
Musée des Vampires et Monstres de l'Imaginaire;50;1;Museums;488755778;24143559;14 rue Jules David 93260 Les Lilas France;+33 1 43 62 80 76;museums
Rex Studios;50;5;Museums;48870563;2347706;1 boulevard Poissonnière 75002 Paris France;+33 1 45 08 93 58;museums
Paris Charms & Secrets;50;45;Historical Tours, Bike tours;488668518;233202;52 place du Marché Saint-Honoré 75001 Paris France;+33 1 40 29 00 00;museums
Paris To Versailles Private Tours;50;22;Travel Services, Historical Tours, Art Tours;4880742;213241;25 rue du marechal Foch 78000 Versailles France;+33 6 47 50 81 53;museums
Meet the Locals in France;50;13;Historical Tours, Food Tours, Walking Tours;488645669;23338196;7 rue d'Argenteuil 75001 Paris France;+33 6 80 76 85 47;museums
Musée Châteaux Malmaison;49;7;Museums;488743399;217338;1 B avenue Impératrice Joséphine 92500 Rueil Malmaison France;+33 9 66 03 19 14;museums
Les Jardins du Palais Royal;47;46;Parks, Landmarks & Historical Buildings;48864147;2336372;6 rue de Montpensier 75001 Paris France;+33 1 42 96 13 32;museums
Louvre Pyramid;46;200;Landmarks & Historical Buildings;4886102;2335858;Cour Napoléon 75001 Paris France;+33 1 40 20 53 17;museums
Musée Albert Kahn;46;53;Botanical Gardens, Museums, Parks;4884136;222748;14 rue du Port 92100 Boulogne-billancourt France;+33 1 55 19 28 00;museums
Arc de Triomphe du Carrousel;46;43;Landmarks & Historical Buildings;4,88617E+14;2,33291E+14;Place du Carrousel 75001 Paris France;;museums
Le Pont Neuf;45;78;Landmarks & Historical Buildings;4,88571E+14;2,34135E+14;75001 Paris France;;museums
My Private Paris;45;8;Historical Tours, Art Tours, Walking Tours;;;Paris France;+33 7 68 80 06 84;museums
La Seine - Paris;45;51;Landmarks & Historical Buildings;4,88634E+14;2,33371E+14;75001 Paris France;;museums
Les Caves du Louvre;45;49;Wine Tasting Room, Beer, Wine & Spirits;4886092;234259;52 rue de l'Arbre Sec 75001 Paris France;+33 1 40 28 13 11;museums
Musée de l'Air et de l'Espace;44;27;Museums;4894659;2434617;3 esplanade de l'Air et de l'Espace 93350 Le Bourget France;+33 1 49 92 70 00;museums
Hôtel de Ville de Paris;43;65;Town Hall;48856483;2352413;Place de l'Hôtel de Ville 75004 Paris France;+33 1 42 76 40 40;museums
Paris Muse;43;11;Walking Tours;4,88634E+14;2,33371E+14;75001 Paris France;+33 6 73 77 33 52;museums
Maison Européenne De La Photographie;43;48;Museums;488549;235912;5/7 rue de Fourcy 75004 Paris France;+33 1 44 78 75 00;museums
Espace Japon;45;4;Museums, Cultural Center;4887245;235842;12 rue de Nancy 75010 Paris France;+33 1 47 00 11 33;museums
Fondation Le Corbusier;42;5;Museums;4885187;226539;8 Square du Docteur Blanche 75016 Paris France;+33 1 42 88 41 53;museums
Automobile Club De France;47;3;Social Clubs;4886554;232106;6 Place De La Concorde 75008 PARIS France;+33 1 43 12 43 12;museums
Atelier Brancusi;41;7;Museums;4,88614E+14;2,35202E+14;55 rue Rambuteau 75004 Paris France;+33 1 44 78 12 33;museums
Musée Maillol;41;23;Museums;4885479;2324935;61 rue de Grenelle 75007 Paris France;+33 1 42 22 59 58;museums
Bibliothèque Nationale de France;40;16;Libraries;4,88678E+14;2,33808E+14;58 rue Richelieu 75002 Paris France;+33 1 53 79 37 29;museums
Fondation Pierre Bergé - Yves Saint-Laurent;40;9;Museums;48865602;22992643;3 rue Léonce Reynaud 75016 Paris France;+33 1 44 31 64 00;museums
Stravinsky Fountain;50;1;Museums;4,88605E+14;2,34587E+14;Place Stravinsky 75004 Paris France;;museums
Musée en Herbe;50;1;Museums;4886011;234215;23 rue de l'Arbre Sec 75001 Paris France;+33 1 40 67 97 66;museums
Mariage Frères;40;41;Coffee & Tea, Tea Rooms, Museums;4,88774E+13;2,30021E+13;260 rue du Faubourg Saint-Honoré 75008 Paris France;+33 1 46 22 18 54;museums
Espace Lafayette- Drouot;50;1;Art Galleries;48874589;23417239;44 rue du Faubourg Montmartre 75009 Paris France;+33 1 82 83 28 55;museums
Galerie de Paléontologie - Jardin des Plantes;50;1;Museums;4884329;236393;2 rue Buffon 75005 Paris France;+33 1 40 79 56 01;museums
Galerie Louis Vuitton;50;1;Museums;4,89139E+14;2,28574E+14;16 rue Louis Vuitton 92600 Asnières-sur-Seine France;+33 9 77 40 40 77;museums
Monnaie de Paris;40;10;Museums, Public Services & Government, Arts & Crafts;48856674;2339049;11 quai de Conti 75006 Paris France;+33 1 40 46 57 57;museums
Musée de la Vie Romantique;40;54;Museums;488808999;23332799;16 rue Chaptal 75009 Paris France;+33 1 55 31 95 67;museums
Espace Dali;40;69;Museums;488865;23398;11 rue Poulbot 75018 Paris France;+33 1 42 64 40 10;museums
Cinémathèque Française;40;43;Cinema, Museums, Art Galleries;4883724;2382529;51 rue de Bercy 75012 Paris France;+33 1 71 19 33 33;museums
Musée de Cluny - Musée National du Moyen Âge;40;62;Museums;4,88505E+14;2,34408E+14;28 rue du Sommerard 75005 Paris France;+33 1 53 73 78 00;museums
Fondation Louis Vuitton;39;104;Art Galleries;4,88764E+14;2,26346E+14;8 avenue du Mahatma Gandhi 75116 Paris France;+33 1 40 69 96 00;museums
Musée du Quai Branly - Jacques Chirac;39;156;Museums;488614365;22976313;37 quai Branly 75007 Paris France;+33 1 56 61 70 00;museums
Hôtel de la Marine;39;7;Museums, Landmarks & Historical Buildings;48866741;2322943;2 place de la Concorde 75008 Paris France;+33 1 53 42 87 40;museums
Musee de la Poupee;39;14;Museums;488616545;23544195;Impasse Berthaud 75003 Paris France;+33 1 42 72 73 11;museums
Palais de Justice;39;14;Landmarks & Historical Buildings;4885567;234592;4 boulevard du Palais 75001 Paris France;;museums
Grande Arche de la Défense;39;61;Landmarks & Historical Buildings;48892697;2235979;1 parvis de la Défense 92400 Paris France;;museums
Musée d'Histoire de la Médecine;43;3;Museums;48850883;2341169;12 Rue Ecole de Médecine 75006 Paris France;+33 1 40 46 16 93;museums
Musée Édith Piaf;38;6;Museums;488661;238166;5 rue Crespin-du-Gast 75011 Paris France;+33 1 43 55 52 72;museums
Musée du Luxembourg;38;15;Landmarks & Historical Buildings, Museums;4,88484E+14;2,33403E+13;19 rue Vaugirard 75006 Paris France;+33 1 40 13 62 00;museums
Grande Galerie de l'Évolution;40;4;Museums;48841879;235638;57 rue Cuvier Jardin des Plantes 75005 Paris France;+33 1 40 79 56 01;museums
Cité de l'Architecture et du Patrimoine;45;2;Museums;488624099;2282;1 place du Trocadero 75016 Paris France;+33 1 58 51 52 00;museums
Musée d' Art et d'Histoire du Judaisme;37;11;Museums;4886089;235562;71 rue Temple 75003 Paris France;+33 1 53 01 86 53;museums
Musée de la Conciergerie;37;76;Museums, Landmarks & Historical Buildings;48856246;2345798;2 bd du Palais 75001 Paris France;+33 1 53 40 60 80;museums
Cité de l'Architecture et du Patrimoine;37;27;Museums;488629064;22882512;1 place du Trocadéro et du 11 novembre 75016 Paris France;+33 1 58 51 52 00;museums
La maison de Victor Hugo;37;45;Landmarks & Historical Buildings;4,88548E+13;2,36629E+13;6 place des Vosges 75004 Paris France;+33 1 42 72 10 16;museums
Tombeau de Napoléon;48;12;Landmarks & Historical Buildings;4,88551E+14;2,31254E+14;129 rue de Grenelle 75007 Paris France;;landmarks
Quartier Latin;47;9;Landmarks & Historical Buildings;48848568;2342319;Place de la Sorbonne 75005 Paris France;;landmarks
Les Jardins du Palais Royal;47;46;Parks, Landmarks & Historical Buildings;48864147;2336372;6 rue de Montpensier 75001 Paris France;+33 1 42 96 13 32;landmarks
Louvre Pyramid;46;200;Landmarks & Historical Buildings;4886102;2335858;Cour Napoléon 75001 Paris France;+33 1 40 20 53 17;landmarks
Fat Tire Tours;46;265;Bike tours;48852099;2295222;24 rue Edgar Faure 75015 Paris France;+33 1 82 88 80 96;landmarks
Île de la Cité;46;62;Landmarks & Historical Buildings;48855169;2346676;75004 Paris France;;landmarks
Opéra National de Paris - Palais Garnier;46;276;Landmarks & Historical Buildings, Opera & Ballet;488719444;23316667;8 rue Scribe 75009 Paris France;+33 1 71 25 24 23;landmarks
Arc de Triomphe du Carrousel;46;43;Landmarks & Historical Buildings;4,88617E+14;2,33291E+14;Place du Carrousel 75001 Paris France;;landmarks
Pont Alexandre III;46;86;Landmarks & Historical Buildings;48863985;2313596;Quai d'Orsay 75007 Paris France;;landmarks
Rue Montorgueil;46;32;Landmarks & Historical Buildings;4,88656E+14;2,34701E+14;75002 Paris France;;landmarks
La Tour Eiffel;46;2156;Landmarks & Historical Buildings;48858368;2,29448E+14;5 avenue Anatole France Champ de Mars 75007 Paris France;+33 892 70 12 39;landmarks
Baccarat;45;11;Home Decor, Museums, Tableware;4886804;22931;11 Place Etats Unis 75116 Paris France;+33 1 40 22 11 00;landmarks
Fontaine Stravinsky;45;13;Landmarks & Historical Buildings;488599;235198;Place Igor Stravinsky 75004 Paris France;;landmarks
Le Pont Neuf;45;78;Landmarks & Historical Buildings;4,88571E+14;2,34135E+14;75001 Paris France;;landmarks
Musée du Louvre;45;2264;Museums;4886206;2334521;Place du Carrousel 75001 Paris France;+33 1 40 20 50 50;landmarks
Tombe de Jim Morrison;48;4;Landmarks & Historical Buildings;4885871;238976;8 boulevard de Ménilmontant 75020 Paris France;+33 1 55 25 82 10;landmarks
Île Saint Louis;48;4;Landmarks & Historical Buildings;4,88536E+14;2,35313E+14;Quai de Seine 75004 Paris France;;landmarks
La Seine - Paris;45;51;Landmarks & Historical Buildings;4,88634E+14;2,33371E+14;75001 Paris France;;landmarks
Montmartre;45;109;Local Flavor;48886198;2343089;75018 Paris France;;landmarks
L'Arc de Triomphe;45;708;Landmarks & Historical Buildings;4,88738E+14;2,29502E+14;Place de l'Étoile 75008 Paris France;+33 1 55 37 73 77;landmarks
Basilique du Sacré-Cœur de Montmartre;45;629;Churches, Landmarks & Historical Buildings;4888709;234343;35 rue du Chevalier de la Barre 75018 Paris France;+33 1 53 41 89 00;landmarks
Palais du Luxembourg;44;89;Landmarks & Historical Buildings;4,88482E+14;2,33731E+14;15 rue de Vaugirard 75006 Paris France;+33 1 44 54 19 30;landmarks
Hôtel des Invalides;44;85;Landmarks & Historical Buildings, Museums;4,8855E+14;2,31247E+14;Esplanade des Invalides 75007 Paris France;+33 810 11 33 99;landmarks
Place Furstenberg;44;7;Landmarks & Historical Buildings;4,88543E+13;2,33571E+13;Rue de Furstenberg 75006 Paris France;;landmarks
Basilique Sainte Clotilde;44;5;Churches, Landmarks & Historical Buildings;488585281;23199401;23bis rue Las Cases 75007 Paris France;+33 1 44 18 62 60;landmarks
Square Georges Cain;44;5;Landmarks & Historical Buildings;48861489;2362513;75003 Paris France;;landmarks
Petit Palais;44;82;Museums, Landmarks & Historical Buildings;48866054;2314589;Avenue Winston Churchill 75008 Paris France;+33 1 53 43 40 00;landmarks
Place Dauphine;44;20;Landmarks & Historical Buildings;4885634;234303;Place Dauphine 75001 Paris France;;landmarks
Montmartre Cemetery;43;43;Landmarks & Historical Buildings, Funeral Services & Cemeteries;48887906;2329883;20 avenue Rachel 75018 Paris France;+33 1 53 42 36 30;landmarks
Hôtel de Ville de Paris;43;65;Town Hall;48856483;2352413;Place de l'Hôtel de Ville 75004 Paris France;+33 1 42 76 40 40;landmarks
Le Pont des Arts;43;141;Landmarks & Historical Buildings;4885886;233781;Pont des Arts 75001 Paris France;;landmarks
Galerie Vivienne;43;23;Landmarks & Historical Buildings, Shopping Centers;4886621;233947;4 rue des Petits-champs 75002 Paris France;;landmarks
Grand Palais;43;99;Cultural Center, Venues & Event Spaces, Landmarks & Historical Buildings;48866109;2312454;3 avenue du Général Eisenhower 75008 Paris France;+33 1 44 13 17 17;landmarks
Passage des Princes;45;4;Landmarks & Historical Buildings, Toy Stores;488712;233968;97 Rue Richelieu 75002 Paris France;+33 1 42 61 58 27;landmarks
Cimetière du Montparnasse;42;46;Funeral Services & Cemeteries, Landmarks & Historical Buildings;48837924;2327622;3 boulevard Edgar Quinet 75014 Paris France;+33 1 44 10 86 50;landmarks
Promenade Plantée;42;55;Landmarks & Historical Buildings, Parks;4,88411E+13;2,39658E+14;Avenue Daumesnil/Porte de Saint Mandé/Bois de Vincennes 75012 Paris France;;landmarks
Le Panthéon;42;139;Landmarks & Historical Buildings;4,88462E+14;2,34607E+13;Place du Panthéon 75005 Paris France;+33 1 44 32 18 01;landmarks
Statue de Jeanne d'Arc;42;9;Landmarks & Historical Buildings;4886379;233195;Place des Pyramides 75001 Paris France;;landmarks
College des Bernardins;42;5;Landmarks & Historical Buildings, Venues & Event Spaces;488489099;23523299;20 rue de Poissy 75005 Paris France;+33 1 53 10 74 44;landmarks
Église Saint-Séverin;42;11;Landmarks & Historical Buildings, Churches;488518199;234506;3 rue des Prêtres-Saint-Séverin 75005 Paris France;+33 1 42 34 93 50;landmarks
Les Catacombes de Paris;42;473;Local Flavor, Museums, Landmarks & Historical Buildings;48833838;2332422;1 avenue du Colonel Henri Rol-Tanguy 75014 Paris France;+33 1 43 22 47 63;landmarks
Place de La Sorbonne;41;10;Landmarks & Historical Buildings, Public Plazas;4,88486E+14;2,34249E+14;75005 Paris France;;landmarks
Église de la Madeleine;41;41;Landmarks & Historical Buildings, Churches;4,887E+14;2,32446E+14;Place de la Madeleine 75008 Paris France;+33 1 42 65 06 01;landmarks
Statue of Liberty;41;42;Local Flavor;48850019;2279688;Pont de Grenelle Île aux Cygnes 75015 Paris France;;landmarks
Passage Verdeau;41;11;Landmarks & Historical Buildings;4887313;234215;6 rue de la Grange-Batelière 75009 Paris France;;landmarks
Butte aux Cailles;40;11;Landmarks & Historical Buildings;48827747;235023;Rue de la Butte aux Cailles 75013 Paris France;;landmarks
cour de rohan;50;1;Landmarks & Historical Buildings, Hotels & Travel;488526244;23401721;rue du jardinet 75006 Paris France;;landmarks
Base Martin De Vivies;50;1;Landmarks & Historical Buildings;477963295;-20028999;Iles St Paul Et Amsterdam Terres Australes et Antarctiques Françaises Paris France;;landmarks
Montparnasse Tower - Observation Deck;40;184;Landmarks & Historical Buildings, Observatories;4,88421E+14;2,32199E+14;33 avenue du Maine 75015 Paris France;+33 1 45 38 52 56;landmarks
Passage du Grand Cerf;39;17;Landmarks & Historical Buildings;4,88647E+13;2,35009E+13;145 rue Saint Denis 75002 Paris France;;landmarks
Discover Walks;48;40;Walking Tours;4886568;233643;1 rue Thérèse 75001 Paris France;+33 6 95 38 88 49;landmarks
Notre Dame de la Paix;47;44;;4886374;234472;19 Rue Jour 75001 Paris France;+33 1 45 08 57 66;landmarks
The Eiffel Tower Romance;47;19;Arts & Entertainment;48856614;23522219;Paris France;+33 1 48 58 37 12;landmarks
Pont de Bir-Hakeim;43;18;Hotels & Travel, Landmarks & Historical Buildings;488555603;22878301;Pont de Bir-Hakeim Paris France;;landmarks
Centre Pompidou;43;322;Museums;4,88608E+14;2,35263E+14;Place Georges Pompidou 75004 Paris France;+33 1 44 78 12 33;landmarks
La Butte Bergeyre;45;4;Landmarks & Historical Buildings, Local Flavor;4887778;23758499;Rue Georges Lardennois Rue Rémy de Gourmont 75019 Paris France;;landmarks
Passage Molière;50;2;Landmarks & Historical Buildings;4886217;235184;157 rue Saint-Martin 82 rue Quincampoix 75003 Paris France;;landmarks
Jardin des Tuileries;42;245;Parks;48863396;2327307;113 rue de Rivoli 75001 Paris France;+33 1 40 20 90 43;landmarks
Canal Saint-Martin;42;55;Landmarks & Historical Buildings, Fishing;4,88735E+13;2,36348E+14;Quai de Jammapes 75010 Paris France;+33 1 42 39 15 00;landmarks
Caserne de Pompiers - Sévigné;42;5;Landmarks & Historical Buildings;488555599;236193;7-9 rue de Sévigné 75004 Paris France;+33 1 44 61 50 28;landmarks
Mémorial des Martyrs de la Déportation;41;10;Landmarks & Historical Buildings;4885485;234801;Allée des Justes de France Ile de la Cité 75004 Paris France;;landmarks
La Butte Montmartre;40;27;Museums, Landmarks & Historical Buildings;48886251;2343092;Rue Cortot 75018 Paris France;;landmarks
La Tour Saint-Jacques;40;18;Landmarks & Historical Buildings;488578098;23498816;Square de la Tour Saint-Jacques 75004 Paris France;;landmarks
Pont Saint-Michel;50;1;Landmarks & Historical Buildings;48854907;2344606;Pont Saint-Michel 75004 Paris France;;landmarks
Passage de la Sorcière;50;1;Landmarks & Historical Buildings;4,8888E+14;2,33521E+13;entre le haut de la rue Lepic et de l'avenue Junot 75018 Paris France;;landmarks
Les Frigos;40;8;Cultural Center, Landmarks & Historical Buildings;4883131;237949;19 rue des Frigos 75013 Paris France;+33 1 44 24 03 40;landmarks
Base Port Aux Francais;50;1;Landmarks & Historical Buildings;487013206;-38022101;ile kerguelen Territoires D'Outre Mer Paris France;;landmarks
Géant d'Issoire;50;1;Landmarks & Historical Buildings;4882826;233304;Rue de la Tombe Issoire 75014 Paris France;;landmarks
Kilometre Zero;50;1;Landmarks & Historical Buildings;4,88534E+14;2,34879E+14;6 parvis Notre-Dame Place Jean-Paul II 75004 Paris France;;landmarks
Maison de Serge Gainsbourg;40;5;Landmarks & Historical Buildings;4885715;233175;5 bis rue de Verneuil 75007 Paris France;;landmarks
Maison À L'enseigne Du Faucheur;50;1;Landmarks & Historical Buildings;4885582;235679;11 Rue François Miron 75004 Paris France;;landmarks
Vedettes du Pont Neuf;40;97;Boat Charters, Boat Tours;488575;234;1 square du Vert Galant 75001 Paris France;+33 1 46 33 98 38;landmarks
Palais de la Découverte;40;41;Museums, Landmarks & Historical Buildings;48866204;2310822;Avenue Franklin Delano Roosevelt 75008 Paris France;+33 1 56 43 20 20;landmarks
Musée de Cluny - Musée National du Moyen Âge;40;62;Museums;4,88505E+14;2,34408E+14;28 rue du Sommerard 75005 Paris France;+33 1 53 73 78 00;landmarks
American Church In Paris;39;11;Landmarks & Historical Buildings, Churches;4886226;23066;65 quai d'Orsay 75007 Paris France;+33 1 45 56 09 50;landmarks
Hôtel de la Marine;39;7;Museums, Landmarks & Historical Buildings;48866741;2322943;2 place de la Concorde 75008 Paris France;+33 1 53 42 87 40;landmarks
Palais de Justice;39;14;Landmarks & Historical Buildings;4885567;234592;4 boulevard du Palais 75001 Paris France;;landmarks
Grande Arche de la Défense;39;61;Landmarks & Historical Buildings;48892697;2235979;1 parvis de la Défense 92400 Paris France;;landmarks
Avenue des Champs-Élysées;39;297;Local Flavor;4,88693E+13;2,30884E+14;75008 Paris France;;landmarks
Palais-Royal;38;44;Landmarks & Historical Buildings;4886251;2337334;2 Place Palais Royal 75001 Paris France;+33 9 64 16 23 64;landmarks
Le Quartier Mouzaïa;43;3;Landmarks & Historical Buildings;488803;239439;Rue de la Mouzaia 75019 Paris France;;landmarks
Paris Foot Walks;43;3;Walking Tours;4888395;238563;75019 Paris France;;landmarks
Rue Montorgeuil;38;11;Landmarks & Historical Buildings;48865129;23469032;Rue Montorgeuil 75002 Paris France;;landmarks
Musée du Luxembourg;38;15;Landmarks & Historical Buildings, Museums;4,88484E+14;2,33403E+13;19 rue Vaugirard 75006 Paris France;+33 1 40 13 62 00;landmarks
Ile Saint-Louis;38;13;Landmarks & Historical Buildings;48850881;2355688;Quai de la Tournelle 75004 Paris France;;landmarks
La Cité Fleurie;45;2;Landmarks & Historical Buildings;4,88345E+12;2,3432E+13;65 bd Arago 75013 Paris France;;landmarks
????? ??????;45;2;Landmarks & Historical Buildings;4,88874E+14;2,33614E+13;83 rue Lepic 75018 Paris France;;landmarks
Sénat;45;2;Landmarks & Historical Buildings;4884919;233645;15 rue Vaugirard Palais du Luxembourg 75006 Paris France;+33 1 45 44 00 11;landmarks
Le Grand Colbert;36;291;French, Landmarks & Historical Buildings;4886707;233907;2 rue Vivienne 75002 Paris France;+33 1 42 86 87 88;landmarks
Jardin du Sacré-Coeur;36;10;Botanical Gardens, Landmarks & Historical Buildings;4,88874E+14;2,34229E+14;Sacré coeur 75018 Paris France;;landmarks
Place des Victoires;35;11;Landmarks & Historical Buildings;48865809;2341174;75001 Paris France;;landmarks
Moulin Rouge;35;487;Cabaret;48884317;2332252;82 boulevard de Clichy 75018 Paris France;+33 1 53 09 82 82;landmarks
Port de la Bourdonnais;40;3;Landmarks & Historical Buildings;4886142;22972;Quai Branly 75007 Paris France;;landmarks
Palais de Chaillot;34;5;Landmarks & Historical Buildings;48861595;2289813;7 Avenue Albert de Mun Entrée 75016 Paris France;;landmarks
Eglise Saint-Ephrem;34;5;Landmarks & Historical Buildings, Churches;48848356;234756;17 rue des Carmes 75005 Paris France;+33 1 42 50 96 18;landmarks
Le Musée des Égouts de Paris;33;23;Tours, Landmarks & Historical Buildings, Museums;48862641;23026;Pont de l'Alma rive gauche Face au 93 quai d'Orsay 75007 Paris France;+33 1 53 68 27 81;landmarks
La tombe du soldat inconnu;33;7;Landmarks & Historical Buildings;4887335;229439;Place de l'Etoile 75017 Paris France;;landmarks
Le Passe-Muraille;40;2;Landmarks & Historical Buildings;48887552;2338066;Place Marcel Ayme 75018 Paris France;;landmarks
Pont d'Iéna;40;2;Landmarks & Historical Buildings;488601;229169;Pont d'Iéna 75116 Paris France;;landmarks
Villa Léandre;40;2;Landmarks & Historical Buildings;4888837;233502;Villa Léandre 75018 Paris France;;landmarks
Hotel de Fleurie;50;5;Hotels;488523799;233752;32 rue Grégoire de Tours 75006 Paris France;+33 1 53 73 70 00;hotels
Le Roch;50;9;Hotels;4886618;233287;28 rue Saint-Roch 75001 Paris France;+33 1 70 83 00 00;hotels
Hotel Dupond-Smith;50;6;Hotels;4885789186;235712349;2 rue des Guillemites 75004 Paris France;+33 1 42 76 88 99;hotels
Hôtel Monge;50;23;Hotels;48845064;2352403;55 rue Monge 75005 Paris France;+33 1 43 54 55 55;hotels
Jules & Jim;49;24;Hotels;4886359;235737;11 rue des Gravilliers 75003 Paris France;+33 1 44 54 13 13;hotels
Hôtel du Jeu de Paume;49;7;Hotels;4885198;235606;54 Rue St Louis En L'ile 75004 Paris France;+33 1 43 26 14 18;hotels
Hotel de Jobo;48;13;Hotels;4,88554E+13;2,36227E+14;10 rue d'Ormesson 75004 Paris France;+33 1 48 04 70 48;hotels
Hôtel Plaza Tour Eiffel;48;12;Hotels;4886451;22823082;32 rue Greuze 75116 Paris France;+33 1 47 27 10 00;hotels
